Civ_Draft,draft_host,draft_guest,Preset,player,executingPlayer,actionType,Civ,isRandomlyChosen,offset,action,PickNo,FirstPick,GlobalBan,Picker
cnQGV,Kasva,Target331,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,ban,Japanese,FALSE,24461,NA,3,0,1,Target331
cnQGV,Kasva,Target331,Hidden Cup 5 Qualifier Bo3,HOST,HOST,ban,Hindustanis,FALSE,46182,NA,4,0,1,Kasva
cnQGV,Kasva,Target331,Hidden Cup 5 Qualifier Bo3,HOST,HOST,ban,Incas,FALSE,74838,NA,5,0,1,Kasva
cnQGV,Kasva,Target331,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,ban,Khmer,FALSE,84592,NA,6,0,1,Target331
cnQGV,Kasva,Target331,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Malians,FALSE,98356,NA,1,1,0,Kasva
cnQGV,Kasva,Target331,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Armenians,FALSE,109367,NA,2,1,0,Target331
cnQGV,Kasva,Target331,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Persians,FALSE,135110,NA,3,0,0,Target331
cnQGV,Kasva,Target331,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Malay,FALSE,151291,NA,4,0,0,Kasva
cnQGV,Kasva,Target331,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Mayans,FALSE,173319,NA,5,0,0,Kasva
cnQGV,Kasva,Target331,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Italians,FALSE,175782,NA,6,0,0,Target331
cnQGV,Kasva,Target331,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Slavs,FALSE,203109,NA,7,0,0,Target331
cnQGV,Kasva,Target331,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Saracens,FALSE,230100,NA,8,0,0,Kasva
CPNhW,SalzZ_Vinchester,Fox.Dark,Hidden Cup 5 Qualifier Bo5,HOST,HOST,ban,Mongols,FALSE,3579,NA,1,0,1,Vinchester
CPNhW,SalzZ_Vinchester,Fox.Dark,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,ban,Chinese,FALSE,15254,NA,2,0,1,Dark
CPNhW,SalzZ_Vinchester,Fox.Dark,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,ban,Cumans,FALSE,15741,NA,3,0,1,Dark
CPNhW,SalzZ_Vinchester,Fox.Dark,Hidden Cup 5 Qualifier Bo5,HOST,HOST,ban,Malay,FALSE,39113,NA,4,0,1,Vinchester
CPNhW,SalzZ_Vinchester,Fox.Dark,Hidden Cup 5 Qualifier Bo5,HOST,HOST,ban,Portuguese,FALSE,65819,NA,5,0,1,Vinchester
CPNhW,SalzZ_Vinchester,Fox.Dark,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,ban,Italians,FALSE,91737,NA,6,0,1,Dark
CPNhW,SalzZ_Vinchester,Fox.Dark,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Persians,FALSE,94474,NA,1,1,0,Vinchester
CPNhW,SalzZ_Vinchester,Fox.Dark,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Japanese,FALSE,109826,NA,2,1,0,Dark
CPNhW,SalzZ_Vinchester,Fox.Dark,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Georgians,FALSE,123084,NA,3,0,0,Dark
CPNhW,SalzZ_Vinchester,Fox.Dark,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Hindustanis,FALSE,150635,NA,4,0,0,Vinchester
CPNhW,SalzZ_Vinchester,Fox.Dark,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Incas,FALSE,179671,NA,5,0,0,Vinchester
CPNhW,SalzZ_Vinchester,Fox.Dark,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Vikings,FALSE,207756,NA,6,0,0,Dark
CPNhW,SalzZ_Vinchester,Fox.Dark,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Saracens,FALSE,228930,NA,7,0,0,Dark
CPNhW,SalzZ_Vinchester,Fox.Dark,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Huns,FALSE,258319,NA,8,0,0,Vinchester
CPNhW,SalzZ_Vinchester,Fox.Dark,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Armenians,FALSE,280774,NA,9,0,0,Vinchester
CPNhW,SalzZ_Vinchester,Fox.Dark,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Dravidians,FALSE,305096,NA,10,0,0,Dark
CPNhW,SalzZ_Vinchester,Fox.Dark,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Slavs,FALSE,333126,NA,11,0,0,Dark
CPNhW,SalzZ_Vinchester,Fox.Dark,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Bohemians,FALSE,346889,NA,12,0,0,Vinchester
CuZfP,GL.TaToH,sorakuma,Hidden Cup 5 Qualifier Bo5,HOST,HOST,ban,Bohemians,FALSE,661,NA,1,0,1,TaToH
CuZfP,GL.TaToH,sorakuma,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,ban,Mongols,FALSE,22079,NA,2,0,1,Sora kuma
CuZfP,GL.TaToH,sorakuma,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,ban,Magyars,FALSE,40869,NA,3,0,1,Sora kuma
CuZfP,GL.TaToH,sorakuma,Hidden Cup 5 Qualifier Bo5,HOST,HOST,ban,Aztecs,FALSE,58893,NA,4,0,1,TaToH
CuZfP,GL.TaToH,sorakuma,Hidden Cup 5 Qualifier Bo5,HOST,HOST,ban,Incas,FALSE,60290,NA,5,0,1,TaToH
CuZfP,GL.TaToH,sorakuma,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,ban,Vikings,FALSE,90629,NA,6,0,1,Sora kuma
CuZfP,GL.TaToH,sorakuma,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Chinese,FALSE,92453,NA,1,1,0,Sora kuma
CuZfP,GL.TaToH,sorakuma,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Chinese,FALSE,95897,NA,2,1,0,TaToH
CuZfP,GL.TaToH,sorakuma,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Armenians,FALSE,105325,NA,3,0,0,Sora kuma
CuZfP,GL.TaToH,sorakuma,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Cumans,FALSE,127896,NA,4,0,0,TaToH
CuZfP,GL.TaToH,sorakuma,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Hindustanis,FALSE,129062,NA,5,0,0,TaToH
CuZfP,GL.TaToH,sorakuma,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Persians,FALSE,156133,NA,6,0,0,Sora kuma
CuZfP,GL.TaToH,sorakuma,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Burgundians,FALSE,185903,NA,7,0,0,Sora kuma
CuZfP,GL.TaToH,sorakuma,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Georgians,FALSE,211503,NA,8,0,0,TaToH
CuZfP,GL.TaToH,sorakuma,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Gurjaras,FALSE,224755,NA,9,0,0,TaToH
CuZfP,GL.TaToH,sorakuma,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Mayans,FALSE,253750,NA,10,0,0,Sora kuma
CuZfP,GL.TaToH,sorakuma,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Saracens,FALSE,269134,NA,11,0,0,Sora kuma
CuZfP,GL.TaToH,sorakuma,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Byzantines,FALSE,271084,NA,12,0,0,TaToH
DAImp,Ozone,Ganji,Hidden Cup 5 Qualifier Bo5,HOST,HOST,ban,Franks,FALSE,3345,NA,1,0,1,Ozone
DAImp,Ozone,Ganji,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,ban,Cumans,FALSE,21051,NA,2,0,1,Ganji
DAImp,Ozone,Ganji,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,ban,Armenians,FALSE,35859,NA,3,0,1,Ganji
DAImp,Ozone,Ganji,Hidden Cup 5 Qualifier Bo5,HOST,HOST,ban,Magyars,FALSE,50326,NA,4,0,1,Ozone
DAImp,Ozone,Ganji,Hidden Cup 5 Qualifier Bo5,HOST,HOST,ban,Chinese,FALSE,62885,NA,5,0,1,Ozone
DAImp,Ozone,Ganji,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,ban,Georgians,FALSE,90817,NA,6,0,1,Ganji
DAImp,Ozone,Ganji,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Bohemians,FALSE,118651,NA,1,1,0,Ganji
DAImp,Ozone,Ganji,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Persians,FALSE,119444,NA,2,1,0,Ozone
DAImp,Ozone,Ganji,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Khmer,FALSE,147979,NA,3,0,0,Ganji
DAImp,Ozone,Ganji,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Hindustanis,FALSE,168652,NA,4,0,0,Ozone
DAImp,Ozone,Ganji,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Italians,FALSE,169305,NA,5,0,0,Ozone
DAImp,Ozone,Ganji,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Malay,FALSE,200027,NA,6,0,0,Ganji
DAImp,Ozone,Ganji,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Portuguese,FALSE,229784,NA,7,0,0,Ganji
DAImp,Ozone,Ganji,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Saracens,FALSE,247621,NA,8,0,0,Ozone
DAImp,Ozone,Ganji,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Japanese,FALSE,266210,NA,9,0,0,Ozone
DAImp,Ozone,Ganji,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Dravidians,FALSE,292024,NA,10,0,0,Ganji
DAImp,Ozone,Ganji,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Gurjaras,FALSE,319068,NA,11,0,0,Ganji
DAImp,Ozone,Ganji,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Incas,FALSE,348547,NA,12,0,0,Ozone
dIddq,Sebastian,pleb,Hidden Cup 5 Qualifier Bo5,HOST,HOST,ban,Armenians,FALSE,4177,NA,1,0,1,Sebastian2002
dIddq,Sebastian,pleb,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,ban,Malay,FALSE,21930,NA,2,0,1,IAnTaGoNiStI
dIddq,Sebastian,pleb,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,ban,Japanese,FALSE,34649,NA,3,0,1,IAnTaGoNiStI
dIddq,Sebastian,pleb,Hidden Cup 5 Qualifier Bo5,HOST,HOST,ban,Bohemians,FALSE,45293,NA,4,0,1,Sebastian2002
dIddq,Sebastian,pleb,Hidden Cup 5 Qualifier Bo5,HOST,HOST,ban,Chinese,FALSE,45955,NA,5,0,1,Sebastian2002
dIddq,Sebastian,pleb,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,ban,Hindustanis,FALSE,60861,NA,6,0,1,IAnTaGoNiStI
dIddq,Sebastian,pleb,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Dravidians,FALSE,73776,NA,1,1,0,IAnTaGoNiStI
dIddq,Sebastian,pleb,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Georgians,FALSE,91806,NA,2,1,0,Sebastian2002
dIddq,Sebastian,pleb,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Malians,FALSE,117654,NA,3,0,0,IAnTaGoNiStI
dIddq,Sebastian,pleb,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Magyars,FALSE,143950,NA,4,0,0,Sebastian2002
dIddq,Sebastian,pleb,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Persians,FALSE,144442,NA,5,0,0,Sebastian2002
dIddq,Sebastian,pleb,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Franks,FALSE,172965,NA,6,0,0,IAnTaGoNiStI
dIddq,Sebastian,pleb,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Mongols,FALSE,197065,NA,7,0,0,IAnTaGoNiStI
dIddq,Sebastian,pleb,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Khmer,FALSE,223195,NA,8,0,0,Sebastian2002
dIddq,Sebastian,pleb,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Italians,FALSE,223613,NA,9,0,0,Sebastian2002
dIddq,Sebastian,pleb,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Cumans,FALSE,234780,NA,10,0,0,IAnTaGoNiStI
dIddq,Sebastian,pleb,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Burmese,TRUE,266986,NA,11,0,0,IAnTaGoNiStI
dIddq,Sebastian,pleb,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Byzantines,FALSE,297985,NA,12,0,0,Sebastian2002
DniYO,Fox.ciskhan,TAG[z40],Hidden Cup 5 Qualifier Bo3,HOST,HOST,ban,Chinese,FALSE,8832,NA,1,0,1,ciskhan
DniYO,Fox.ciskhan,TAG[z40],Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,ban,Mayans,FALSE,32442,NA,2,0,1,z40
DniYO,Fox.ciskhan,TAG[z40],Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,ban,Mongols,FALSE,55136,NA,3,0,1,z40
DniYO,Fox.ciskhan,TAG[z40],Hidden Cup 5 Qualifier Bo3,HOST,HOST,ban,Khmer,FALSE,62021,NA,4,0,1,ciskhan
DniYO,Fox.ciskhan,TAG[z40],Hidden Cup 5 Qualifier Bo3,HOST,HOST,ban,Georgians,FALSE,69472,NA,5,0,1,ciskhan
DniYO,Fox.ciskhan,TAG[z40],Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,ban,Incas,FALSE,74543,NA,6,0,1,z40
DniYO,Fox.ciskhan,TAG[z40],Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Vikings,FALSE,76966,NA,1,1,0,ciskhan
DniYO,Fox.ciskhan,TAG[z40],Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Vikings,FALSE,81875,NA,2,1,0,z40
DniYO,Fox.ciskhan,TAG[z40],Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Franks,FALSE,98136,NA,3,0,0,z40
DniYO,Fox.ciskhan,TAG[z40],Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Magyars,FALSE,110332,NA,4,0,0,ciskhan
DniYO,Fox.ciskhan,TAG[z40],Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Persians,FALSE,117313,NA,5,0,0,ciskhan
DniYO,Fox.ciskhan,TAG[z40],Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Italians,FALSE,135446,NA,6,0,0,z40
DniYO,Fox.ciskhan,TAG[z40],Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Portuguese,FALSE,136133,NA,7,0,0,z40
DniYO,Fox.ciskhan,TAG[z40],Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Malians,FALSE,138257,NA,8,0,0,ciskhan
dvTqn,DurDarkin,Dragonstar,Hidden Cup 5 Qualifier Bo5,HOST,HOST,ban,Chinese,FALSE,10922,NA,1,0,1,Dark
dvTqn,DurDarkin,Dragonstar,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,ban,Cumans,FALSE,15669,NA,2,0,1,The_Dragonstar
dvTqn,DurDarkin,Dragonstar,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,ban,Armenians,FALSE,25971,NA,3,0,1,The_Dragonstar
dvTqn,DurDarkin,Dragonstar,Hidden Cup 5 Qualifier Bo5,HOST,HOST,ban,Japanese,FALSE,46376,NA,4,0,1,Dark
dvTqn,DurDarkin,Dragonstar,Hidden Cup 5 Qualifier Bo5,HOST,HOST,ban,Mongols,FALSE,53629,NA,5,0,1,Dark
dvTqn,DurDarkin,Dragonstar,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,ban,Khmer,FALSE,79236,NA,6,0,1,The_Dragonstar
dvTqn,DurDarkin,Dragonstar,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Persians,FALSE,80573,NA,1,1,0,The_Dragonstar
dvTqn,DurDarkin,Dragonstar,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Italians,FALSE,107294,NA,2,1,0,Dark
dvTqn,DurDarkin,Dragonstar,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Byzantines,FALSE,128668,NA,3,0,0,The_Dragonstar
dvTqn,DurDarkin,Dragonstar,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Incas,FALSE,147925,NA,4,0,0,Dark
dvTqn,DurDarkin,Dragonstar,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Malians,FALSE,151969,NA,5,0,0,Dark
dvTqn,DurDarkin,Dragonstar,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Portuguese,FALSE,175194,NA,6,0,0,The_Dragonstar
dvTqn,DurDarkin,Dragonstar,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Magyars,FALSE,203357,NA,7,0,0,The_Dragonstar
dvTqn,DurDarkin,Dragonstar,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Huns,FALSE,229656,NA,8,0,0,Dark
dvTqn,DurDarkin,Dragonstar,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Gurjaras,FALSE,258884,NA,9,0,0,Dark
dvTqn,DurDarkin,Dragonstar,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Slavs,FALSE,263217,NA,10,0,0,The_Dragonstar
dvTqn,DurDarkin,Dragonstar,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Saracens,FALSE,265886,NA,11,0,0,The_Dragonstar
dvTqn,DurDarkin,Dragonstar,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Franks,FALSE,277324,NA,12,0,0,Dark
efnBY,St4rk,Emil,Hidden Cup 5 Qualifier Bo3,HOST,HOST,ban,Armenians,FALSE,10491,NA,1,0,1,st4rk
efnBY,St4rk,Emil,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,ban,Mayans,FALSE,16385,NA,2,0,1,Emil
efnBY,St4rk,Emil,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,ban,Incas,FALSE,17505,NA,3,0,1,Emil
efnBY,St4rk,Emil,Hidden Cup 5 Qualifier Bo3,HOST,HOST,ban,Aztecs,FALSE,32163,NA,4,0,1,st4rk
efnBY,St4rk,Emil,Hidden Cup 5 Qualifier Bo3,HOST,HOST,ban,Khmer,FALSE,59074,NA,5,0,1,st4rk
efnBY,St4rk,Emil,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,ban,Georgians,FALSE,87865,NA,6,0,1,Emil
efnBY,St4rk,Emil,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Vietnamese,FALSE,97818,NA,1,1,0,st4rk
efnBY,St4rk,Emil,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Portuguese,FALSE,98320,NA,2,1,0,Emil
efnBY,St4rk,Emil,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Bohemians,FALSE,127303,NA,3,0,0,Emil
efnBY,St4rk,Emil,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Italians,FALSE,146075,NA,4,0,0,st4rk
efnBY,St4rk,Emil,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Lithuanians,FALSE,172843,NA,5,0,0,st4rk
efnBY,St4rk,Emil,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Malians,FALSE,185084,NA,6,0,0,Emil
efnBY,St4rk,Emil,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Mongols,FALSE,214761,NA,7,0,0,Emil
efnBY,St4rk,Emil,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Byzantines,FALSE,229925,NA,8,0,0,st4rk
ErdiW,Ganji,Survivalist,Hidden Cup 5 Qualifier Bo3,HOST,HOST,ban,Cumans,FALSE,3909,NA,1,0,1,Ganji
ErdiW,Ganji,Survivalist,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,ban,Mayans,FALSE,21487,NA,2,0,1,Survivalist
ErdiW,Ganji,Survivalist,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,ban,Mongols,FALSE,25351,NA,3,0,1,Survivalist
ErdiW,Ganji,Survivalist,Hidden Cup 5 Qualifier Bo3,HOST,HOST,ban,Chinese,FALSE,34333,NA,4,0,1,Ganji
ErdiW,Ganji,Survivalist,Hidden Cup 5 Qualifier Bo3,HOST,HOST,ban,Georgians,FALSE,41389,NA,5,0,1,Ganji
ErdiW,Ganji,Survivalist,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,ban,Incas,FALSE,51242,NA,6,0,1,Survivalist
ErdiW,Ganji,Survivalist,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Magyars,FALSE,64425,NA,1,1,0,Survivalist
ErdiW,Ganji,Survivalist,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Malay,FALSE,65481,NA,2,1,0,Ganji
ErdiW,Ganji,Survivalist,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Byzantines,FALSE,72199,NA,3,0,0,Survivalist
ErdiW,Ganji,Survivalist,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Portuguese,FALSE,97698,NA,4,0,0,Ganji
ErdiW,Ganji,Survivalist,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Franks,FALSE,126721,NA,5,0,0,Ganji
ErdiW,Ganji,Survivalist,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Persians,FALSE,156323,NA,6,0,0,Survivalist
ErdiW,Ganji,Survivalist,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Turks,FALSE,163426,NA,7,0,0,Survivalist
ErdiW,Ganji,Survivalist,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Vietnamese,FALSE,193350,NA,8,0,0,Ganji
etXBS,Overtaken,Vodka,Hidden Cup 5 Qualifier Bo3,HOST,HOST,ban,Cumans,FALSE,15027,NA,1,0,1,Overtaken
etXBS,Overtaken,Vodka,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,ban,Gurjaras,FALSE,28511,NA,2,0,1,Vodka_L_
etXBS,Overtaken,Vodka,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,ban,Lithuanians,FALSE,59224,NA,3,0,1,Vodka_L_
etXBS,Overtaken,Vodka,Hidden Cup 5 Qualifier Bo3,HOST,HOST,ban,Aztecs,FALSE,86575,NA,4,0,1,Overtaken
etXBS,Overtaken,Vodka,Hidden Cup 5 Qualifier Bo3,HOST,HOST,ban,Bohemians,FALSE,115825,NA,5,0,1,Overtaken
etXBS,Overtaken,Vodka,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,ban,Persians,FALSE,137318,NA,6,0,1,Vodka_L_
etXBS,Overtaken,Vodka,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Chinese,FALSE,152205,NA,1,1,0,Vodka_L_
etXBS,Overtaken,Vodka,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Incas,FALSE,166599,NA,2,1,0,Overtaken
etXBS,Overtaken,Vodka,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Japanese,FALSE,183453,NA,3,0,0,Vodka_L_
etXBS,Overtaken,Vodka,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Hindustanis,FALSE,212242,NA,4,0,0,Overtaken
etXBS,Overtaken,Vodka,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Georgians,FALSE,242178,NA,5,0,0,Overtaken
etXBS,Overtaken,Vodka,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Malay,FALSE,272721,NA,6,0,0,Vodka_L_
etXBS,Overtaken,Vodka,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Khmer,FALSE,303159,NA,7,0,0,Vodka_L_
etXBS,Overtaken,Vodka,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Saracens,FALSE,332216,NA,8,0,0,Overtaken
FNYIW,SalzZ_classicpro,Eli,Hidden Cup 5 Qualifier Bo3,HOST,HOST,ban,Aztecs,FALSE,12834,NA,1,0,1,classicpro
FNYIW,SalzZ_classicpro,Eli,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,ban,Armenians,FALSE,16250,NA,2,0,1,Eli
FNYIW,SalzZ_classicpro,Eli,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,ban,Saracens,FALSE,36269,NA,3,0,1,Eli
FNYIW,SalzZ_classicpro,Eli,Hidden Cup 5 Qualifier Bo3,HOST,HOST,ban,Lithuanians,FALSE,43405,NA,4,0,1,classicpro
FNYIW,SalzZ_classicpro,Eli,Hidden Cup 5 Qualifier Bo3,HOST,HOST,ban,Incas,FALSE,46362,NA,5,0,1,classicpro
FNYIW,SalzZ_classicpro,Eli,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,ban,Byzantines,FALSE,76078,NA,6,0,1,Eli
FNYIW,SalzZ_classicpro,Eli,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Chinese,FALSE,79298,NA,1,1,0,classicpro
FNYIW,SalzZ_classicpro,Eli,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Georgians,FALSE,80878,NA,2,1,0,Eli
FNYIW,SalzZ_classicpro,Eli,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Romans,FALSE,90777,NA,3,0,0,Eli
FNYIW,SalzZ_classicpro,Eli,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Japanese,FALSE,103192,NA,4,0,0,classicpro
FNYIW,SalzZ_classicpro,Eli,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Malians,FALSE,104095,NA,5,0,0,classicpro
FNYIW,SalzZ_classicpro,Eli,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Mongols,FALSE,127200,NA,6,0,0,Eli
FNYIW,SalzZ_classicpro,Eli,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Hindustanis,FALSE,130312,NA,7,0,0,Eli
FNYIW,SalzZ_classicpro,Eli,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Poles,FALSE,145581,NA,8,0,0,classicpro
Fydwv,Whocl,Fox.Margougou,Hidden Cup 5 Qualifier Bo5,HOST,HOST,ban,Japanese,FALSE,8195,NA,1,0,1,Whocl
Fydwv,Whocl,Fox.Margougou,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,ban,Cumans,FALSE,22658,NA,2,0,1,Margougou
Fydwv,Whocl,Fox.Margougou,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,ban,Malay,FALSE,25205,NA,3,0,1,Margougou
Fydwv,Whocl,Fox.Margougou,Hidden Cup 5 Qualifier Bo5,HOST,HOST,ban,Khmer,FALSE,54705,NA,4,0,1,Whocl
Fydwv,Whocl,Fox.Margougou,Hidden Cup 5 Qualifier Bo5,HOST,HOST,ban,Georgians,FALSE,62338,NA,5,0,1,Whocl
