Civ_Draft,draft_host,draft_guest,Preset,player,executingPlayer,actionType,Civ,isRandomlyChosen,offset,action,PickNo,FirstPick,GlobalBan,Picker
Fydwv,Whocl,Fox.Margougou,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,ban,Persians,FALSE,87425,NA,6,0,1,Margougou
Fydwv,Whocl,Fox.Margougou,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Chinese,FALSE,88860,NA,1,1,0,Margougou
Fydwv,Whocl,Fox.Margougou,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Chinese,FALSE,92121,NA,2,1,0,Whocl
Fydwv,Whocl,Fox.Margougou,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Byzantines,FALSE,96381,NA,3,0,0,Margougou
Fydwv,Whocl,Fox.Margougou,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Malians,FALSE,125928,NA,4,0,0,Whocl
Fydwv,Whocl,Fox.Margougou,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Bohemians,FALSE,131196,NA,5,0,0,Whocl
Fydwv,Whocl,Fox.Margougou,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Portuguese,FALSE,159778,NA,6,0,0,Margougou
Fydwv,Whocl,Fox.Margougou,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Burgundians,FALSE,174894,NA,7,0,0,Margougou
Fydwv,Whocl,Fox.Margougou,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Bengalis,FALSE,203217,NA,8,0,0,Whocl
Fydwv,Whocl,Fox.Margougou,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Slavs,FALSE,215307,NA,9,0,0,Whocl
Fydwv,Whocl,Fox.Margougou,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Hindustanis,FALSE,244121,NA,10,0,0,Margougou
Fydwv,Whocl,Fox.Margougou,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Burmese,FALSE,274457,NA,11,0,0,Margougou
Fydwv,Whocl,Fox.Margougou,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Gurjaras,FALSE,301860,NA,12,0,0,Whocl
GgUcr,Good_luck,FOX.Sebastian,Hidden Cup 5 Qualifier Bo3,HOST,HOST,ban,Portuguese,FALSE,7147,NA,1,0,1,Good_luck
GgUcr,Good_luck,FOX.Sebastian,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,ban,Chinese,FALSE,13517,NA,2,0,1,Sebastian2002
GgUcr,Good_luck,FOX.Sebastian,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,ban,Byzantines,FALSE,25931,NA,3,0,1,Sebastian2002
GgUcr,Good_luck,FOX.Sebastian,Hidden Cup 5 Qualifier Bo3,HOST,HOST,ban,Georgians,FALSE,28019,NA,4,0,1,Good_luck
GgUcr,Good_luck,FOX.Sebastian,Hidden Cup 5 Qualifier Bo3,HOST,HOST,ban,Koreans,FALSE,58037,NA,5,0,1,Good_luck
GgUcr,Good_luck,FOX.Sebastian,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,ban,Incas,FALSE,87783,NA,6,0,1,Sebastian2002
GgUcr,Good_luck,FOX.Sebastian,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Mongols,FALSE,89256,NA,1,1,0,Good_luck
GgUcr,Good_luck,FOX.Sebastian,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Persians,FALSE,99188,NA,2,1,0,Sebastian2002
GgUcr,Good_luck,FOX.Sebastian,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Mayans,FALSE,131785,NA,3,0,0,Sebastian2002
GgUcr,Good_luck,FOX.Sebastian,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Spanish,FALSE,152170,NA,4,0,0,Good_luck
GgUcr,Good_luck,FOX.Sebastian,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Lithuanians,FALSE,152963,NA,5,0,0,Good_luck
GgUcr,Good_luck,FOX.Sebastian,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Malay,FALSE,183172,NA,6,0,0,Sebastian2002
GgUcr,Good_luck,FOX.Sebastian,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Japanese,FALSE,208683,NA,7,0,0,Sebastian2002
GgUcr,Good_luck,FOX.Sebastian,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Khmer,FALSE,210577,NA,8,0,0,Good_luck
goMbX,KingStone,saymyname,Hidden Cup 5 Qualifier Bo5,HOST,HOST,ban,Italians,FALSE,7944,NA,1,0,1,KingstoNe
goMbX,KingStone,saymyname,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,ban,Byzantines,FALSE,13449,NA,2,0,1,saymyname
goMbX,KingStone,saymyname,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,ban,Magyars,FALSE,25733,NA,3,0,1,saymyname
goMbX,KingStone,saymyname,Hidden Cup 5 Qualifier Bo5,HOST,HOST,ban,Lithuanians,FALSE,44673,NA,4,0,1,KingstoNe
goMbX,KingStone,saymyname,Hidden Cup 5 Qualifier Bo5,HOST,HOST,ban,Malay,FALSE,72085,NA,5,0,1,KingstoNe
goMbX,KingStone,saymyname,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,ban,Georgians,FALSE,76745,NA,6,0,1,saymyname
goMbX,KingStone,saymyname,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Chinese,FALSE,81326,NA,1,1,0,KingstoNe
goMbX,KingStone,saymyname,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Mayans,FALSE,94389,NA,2,1,0,saymyname
goMbX,KingStone,saymyname,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Malians,FALSE,119885,NA,3,0,0,saymyname
goMbX,KingStone,saymyname,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Dravidians,FALSE,129736,NA,4,0,0,KingstoNe
goMbX,KingStone,saymyname,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Japanese,FALSE,131705,NA,5,0,0,KingstoNe
goMbX,KingStone,saymyname,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Armenians,FALSE,139317,NA,6,0,0,saymyname
goMbX,KingStone,saymyname,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Khmer,FALSE,154093,NA,7,0,0,saymyname
goMbX,KingStone,saymyname,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Persians,FALSE,177080,NA,8,0,0,KingstoNe
goMbX,KingStone,saymyname,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Bohemians,FALSE,203722,NA,9,0,0,KingstoNe
goMbX,KingStone,saymyname,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Incas,FALSE,233813,NA,10,0,0,saymyname
goMbX,KingStone,saymyname,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Spanish,FALSE,244517,NA,11,0,0,saymyname
goMbX,KingStone,saymyname,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Vikings,FALSE,268687,NA,12,0,0,KingstoNe
GxOyP,[TAG] Rayz,vivi,Hidden Cup 5 Qualifier Bo3,HOST,HOST,ban,Lithuanians,FALSE,11462,NA,1,0,1,Rayz
GxOyP,[TAG] Rayz,vivi,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,ban,Armenians,FALSE,16721,NA,2,0,1,Vivi
GxOyP,[TAG] Rayz,vivi,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,ban,Dravidians,FALSE,25259,NA,3,0,1,Vivi
GxOyP,[TAG] Rayz,vivi,Hidden Cup 5 Qualifier Bo3,HOST,HOST,ban,Mongols,FALSE,35911,NA,4,0,1,Rayz
GxOyP,[TAG] Rayz,vivi,Hidden Cup 5 Qualifier Bo3,HOST,HOST,ban,Persians,FALSE,52887,NA,5,0,1,Rayz
GxOyP,[TAG] Rayz,vivi,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,ban,Italians,FALSE,60410,NA,6,0,1,Vivi
GxOyP,[TAG] Rayz,vivi,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Portuguese,FALSE,70946,NA,1,1,0,Vivi
GxOyP,[TAG] Rayz,vivi,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Malians,FALSE,80296,NA,2,1,0,Rayz
GxOyP,[TAG] Rayz,vivi,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Bohemians,FALSE,95572,NA,3,0,0,Vivi
GxOyP,[TAG] Rayz,vivi,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Cumans,FALSE,100726,NA,4,0,0,Rayz
GxOyP,[TAG] Rayz,vivi,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Franks,FALSE,121842,NA,5,0,0,Rayz
GxOyP,[TAG] Rayz,vivi,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Slavs,FALSE,131538,NA,6,0,0,Vivi
GxOyP,[TAG] Rayz,vivi,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Byzantines,FALSE,142920,NA,7,0,0,Vivi
GxOyP,[TAG] Rayz,vivi,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Sicilians,FALSE,145156,NA,8,0,0,Rayz
HKvRH,Rubenstock,f1re,Hidden Cup 5 Qualifier Bo3,HOST,HOST,ban,Mongols,FALSE,12843,NA,1,0,1,Rubenstock
HKvRH,Rubenstock,f1re,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,ban,Armenians,FALSE,17522,NA,2,0,1,F1Re
HKvRH,Rubenstock,f1re,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,ban,Bohemians,FALSE,18324,NA,3,0,1,F1Re
HKvRH,Rubenstock,f1re,Hidden Cup 5 Qualifier Bo3,HOST,HOST,ban,Portuguese,FALSE,46106,NA,4,0,1,Rubenstock
HKvRH,Rubenstock,f1re,Hidden Cup 5 Qualifier Bo3,HOST,HOST,ban,Italians,FALSE,56325,NA,5,0,1,Rubenstock
HKvRH,Rubenstock,f1re,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,ban,Japanese,FALSE,81982,NA,6,0,1,F1Re
HKvRH,Rubenstock,f1re,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Byzantines,FALSE,91344,NA,1,1,0,F1Re
HKvRH,Rubenstock,f1re,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Persians,FALSE,104826,NA,2,1,0,Rubenstock
HKvRH,Rubenstock,f1re,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Dravidians,FALSE,135286,NA,3,0,0,F1Re
HKvRH,Rubenstock,f1re,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Cumans,FALSE,162691,NA,4,0,0,Rubenstock
HKvRH,Rubenstock,f1re,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Chinese,FALSE,175716,NA,5,0,0,Rubenstock
HKvRH,Rubenstock,f1re,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Burgundians,FALSE,195939,NA,6,0,0,F1Re
HKvRH,Rubenstock,f1re,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Incas,FALSE,225986,NA,7,0,0,F1Re
HKvRH,Rubenstock,f1re,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Celts,FALSE,247983,NA,8,0,0,Rubenstock
hlfAM,Villese,Fox.ciskhan,Hidden Cup 5 Qualifier Bo5,HOST,HOST,ban,Mongols,FALSE,8903,NA,1,0,1,Villese
hlfAM,Villese,Fox.ciskhan,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,ban,Armenians,FALSE,16033,NA,2,0,1,ciskhan
hlfAM,Villese,Fox.ciskhan,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,ban,Chinese,FALSE,20962,NA,3,0,1,ciskhan
hlfAM,Villese,Fox.ciskhan,Hidden Cup 5 Qualifier Bo5,HOST,HOST,ban,Vikings,FALSE,26816,NA,4,0,1,Villese
hlfAM,Villese,Fox.ciskhan,Hidden Cup 5 Qualifier Bo5,HOST,HOST,ban,Khmer,FALSE,31878,NA,5,0,1,Villese
hlfAM,Villese,Fox.ciskhan,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,ban,Italians,FALSE,37453,NA,6,0,1,ciskhan
hlfAM,Villese,Fox.ciskhan,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Bohemians,FALSE,47329,NA,1,1,0,ciskhan
hlfAM,Villese,Fox.ciskhan,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Portuguese,FALSE,66506,NA,2,1,0,Villese
hlfAM,Villese,Fox.ciskhan,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Persians,FALSE,80815,NA,3,0,0,ciskhan
hlfAM,Villese,Fox.ciskhan,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Malay,FALSE,100552,NA,4,0,0,Villese
hlfAM,Villese,Fox.ciskhan,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Incas,FALSE,126431,NA,5,0,0,Villese
hlfAM,Villese,Fox.ciskhan,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Saracens,FALSE,130849,NA,6,0,0,ciskhan
hlfAM,Villese,Fox.ciskhan,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Britons,FALSE,135345,NA,7,0,0,ciskhan
hlfAM,Villese,Fox.ciskhan,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Hindustanis,FALSE,162165,NA,8,0,0,Villese
hlfAM,Villese,Fox.ciskhan,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Vietnamese,FALSE,189146,NA,9,0,0,Villese
hlfAM,Villese,Fox.ciskhan,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Lithuanians,FALSE,190963,NA,10,0,0,ciskhan
hlfAM,Villese,Fox.ciskhan,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Byzantines,FALSE,211168,NA,11,0,0,ciskhan
hlfAM,Villese,Fox.ciskhan,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Bengalis,FALSE,237946,NA,12,0,0,Villese
hOSCu,mb,Matze,Hidden Cup 5 Qualifier Bo3,HOST,HOST,ban,Incas,FALSE,3162,NA,1,0,1,MbL
hOSCu,mb,Matze,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,ban,Byzantines,FALSE,15044,NA,2,0,1,Matze
hOSCu,mb,Matze,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,ban,Slavs,FALSE,18899,NA,3,0,1,Matze
hOSCu,mb,Matze,Hidden Cup 5 Qualifier Bo3,HOST,HOST,ban,Spanish,FALSE,20039,NA,4,0,1,MbL
hOSCu,mb,Matze,Hidden Cup 5 Qualifier Bo3,HOST,HOST,ban,Mayans,FALSE,20938,NA,5,0,1,MbL
hOSCu,mb,Matze,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,ban,Chinese,FALSE,30132,NA,6,0,1,Matze
hOSCu,mb,Matze,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Cumans,FALSE,40658,NA,1,1,0,MbL
hOSCu,mb,Matze,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Mongols,FALSE,47572,NA,2,1,0,Matze
hOSCu,mb,Matze,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Portuguese,FALSE,62501,NA,3,0,0,Matze
hOSCu,mb,Matze,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Persians,FALSE,72811,NA,4,0,0,MbL
hOSCu,mb,Matze,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Franks,FALSE,74400,NA,5,0,0,MbL
hOSCu,mb,Matze,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Georgians,FALSE,93308,NA,6,0,0,Matze
hOSCu,mb,Matze,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Romans,FALSE,119887,NA,7,0,0,Matze
hOSCu,mb,Matze,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Vietnamese,FALSE,132237,NA,8,0,0,MbL
IcLUO,andre,Biry,Hidden Cup 5 Qualifier Bo3,HOST,HOST,ban,Mongols,FALSE,7042,NA,1,0,1,Andre_2i
IcLUO,andre,Biry,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,ban,Khmer,FALSE,10591,NA,2,0,1,Biry
IcLUO,andre,Biry,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,ban,Chinese,FALSE,13338,NA,3,0,1,Biry
IcLUO,andre,Biry,Hidden Cup 5 Qualifier Bo3,HOST,HOST,ban,Sicilians,FALSE,16882,NA,4,0,1,Andre_2i
IcLUO,andre,Biry,Hidden Cup 5 Qualifier Bo3,HOST,HOST,ban,Celts,FALSE,21413,NA,5,0,1,Andre_2i
IcLUO,andre,Biry,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,ban,Persians,FALSE,48260,NA,6,0,1,Biry
IcLUO,andre,Biry,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Malay,FALSE,55223,NA,1,1,0,Andre_2i
IcLUO,andre,Biry,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Romans,FALSE,79879,NA,2,1,0,Biry
IcLUO,andre,Biry,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Goths,FALSE,112031,NA,3,0,0,Biry
IcLUO,andre,Biry,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Portuguese,FALSE,129941,NA,4,0,0,Andre_2i
IcLUO,andre,Biry,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Saracens,FALSE,148670,NA,5,0,0,Andre_2i
IcLUO,andre,Biry,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Poles,FALSE,178224,NA,6,0,0,Biry
IcLUO,andre,Biry,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Magyars,FALSE,191441,NA,7,0,0,Biry
IcLUO,andre,Biry,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Armenians,FALSE,193333,NA,8,0,0,Andre_2i
iNIjW,Sitaux,lyx,Hidden Cup 5 Qualifier Bo5,HOST,HOST,ban,Byzantines,FALSE,6284,NA,1,0,1,Sitaux
iNIjW,Sitaux,lyx,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,ban,Armenians,FALSE,14289,NA,2,0,1,EMA_003
iNIjW,Sitaux,lyx,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,ban,Bohemians,FALSE,19549,NA,3,0,1,EMA_003
iNIjW,Sitaux,lyx,Hidden Cup 5 Qualifier Bo5,HOST,HOST,ban,Cumans,FALSE,28031,NA,4,0,1,Sitaux
iNIjW,Sitaux,lyx,Hidden Cup 5 Qualifier Bo5,HOST,HOST,ban,Aztecs,FALSE,56410,NA,5,0,1,Sitaux
iNIjW,Sitaux,lyx,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,ban,Malay,FALSE,70599,NA,6,0,1,EMA_003
iNIjW,Sitaux,lyx,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Chinese,FALSE,74091,NA,1,1,0,Sitaux
iNIjW,Sitaux,lyx,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Chinese,FALSE,75131,NA,2,1,0,EMA_003
iNIjW,Sitaux,lyx,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Persians,FALSE,79495,NA,3,0,0,EMA_003
iNIjW,Sitaux,lyx,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Mongols,FALSE,104852,NA,4,0,0,Sitaux
iNIjW,Sitaux,lyx,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Japanese,FALSE,131857,NA,5,0,0,Sitaux
iNIjW,Sitaux,lyx,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Vikings,FALSE,151040,NA,6,0,0,EMA_003
iNIjW,Sitaux,lyx,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Italians,FALSE,159353,NA,7,0,0,EMA_003
iNIjW,Sitaux,lyx,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Malians,FALSE,188514,NA,8,0,0,Sitaux
iNIjW,Sitaux,lyx,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Magyars,FALSE,217440,NA,9,0,0,Sitaux
iNIjW,Sitaux,lyx,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Mayans,FALSE,220043,NA,10,0,0,EMA_003
iNIjW,Sitaux,lyx,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Teutons,FALSE,223896,NA,11,0,0,EMA_003
iNIjW,Sitaux,lyx,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Koreans,FALSE,253653,NA,12,0,0,Sitaux
isgPP,TeMo,DracKeN,Hidden Cup 5 Qualifier Bo3,HOST,HOST,ban,Byzantines,FALSE,14294,NA,1,0,1,TeMo
isgPP,TeMo,DracKeN,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,ban,Persians,FALSE,23224,NA,2,0,1,DracKeN
isgPP,TeMo,DracKeN,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,ban,Japanese,FALSE,32549,NA,3,0,1,DracKeN
isgPP,TeMo,DracKeN,Hidden Cup 5 Qualifier Bo3,HOST,HOST,ban,Italians,FALSE,41907,NA,4,0,1,TeMo
isgPP,TeMo,DracKeN,Hidden Cup 5 Qualifier Bo3,HOST,HOST,ban,Portuguese,FALSE,51247,NA,5,0,1,TeMo
isgPP,TeMo,DracKeN,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,ban,Bohemians,FALSE,53134,NA,6,0,1,DracKeN
isgPP,TeMo,DracKeN,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Malay,FALSE,62379,NA,1,1,0,TeMo
isgPP,TeMo,DracKeN,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Malians,FALSE,75247,NA,2,1,0,DracKeN
isgPP,TeMo,DracKeN,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Chinese,FALSE,86307,NA,3,0,0,DracKeN
isgPP,TeMo,DracKeN,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Khmer,FALSE,99773,NA,4,0,0,TeMo
isgPP,TeMo,DracKeN,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Incas,FALSE,127570,NA,5,0,0,TeMo
isgPP,TeMo,DracKeN,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Georgians,FALSE,149655,NA,6,0,0,DracKeN
isgPP,TeMo,DracKeN,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Goths,FALSE,168371,NA,7,0,0,DracKeN
isgPP,TeMo,DracKeN,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Saracens,FALSE,169389,NA,8,0,0,TeMo
JPSzG,saymyname,Good_Game,Hidden Cup 5 Qualifier Bo3,HOST,HOST,ban,Byzantines,FALSE,6523,NA,1,0,1,saymyname
JPSzG,saymyname,Good_Game,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,ban,Georgians,FALSE,10059,NA,2,0,1,Good_Game
JPSzG,saymyname,Good_Game,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,ban,Armenians,FALSE,12397,NA,3,0,1,Good_Game
JPSzG,saymyname,Good_Game,Hidden Cup 5 Qualifier Bo3,HOST,HOST,ban,Malians,FALSE,15094,NA,4,0,1,saymyname
JPSzG,saymyname,Good_Game,Hidden Cup 5 Qualifier Bo3,HOST,HOST,ban,Aztecs,FALSE,18784,NA,5,0,1,saymyname
JPSzG,saymyname,Good_Game,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,ban,Tatars,FALSE,39979,NA,6,0,1,Good_Game
JPSzG,saymyname,Good_Game,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Mongols,FALSE,44969,NA,1,1,0,Good_Game
JPSzG,saymyname,Good_Game,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Mayans,FALSE,49310,NA,2,1,0,saymyname
JPSzG,saymyname,Good_Game,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Persians,FALSE,67009,NA,3,0,0,Good_Game
JPSzG,saymyname,Good_Game,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Hindustanis,FALSE,91994,NA,4,0,0,saymyname
JPSzG,saymyname,Good_Game,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Chinese,FALSE,93954,NA,5,0,0,saymyname
JPSzG,saymyname,Good_Game,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Cumans,FALSE,104679,NA,6,0,0,Good_Game
JPSzG,saymyname,Good_Game,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Bohemians,FALSE,115835,NA,7,0,0,Good_Game
JPSzG,saymyname,Good_Game,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Huns,FALSE,133322,NA,8,0,0,saymyname
JWLdW,Valas,dziam,Hidden Cup 5 Qualifier Bo3,HOST,HOST,ban,Armenians,FALSE,2956,NA,1,0,1,Valas
JWLdW,Valas,dziam,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,ban,Persians,FALSE,16752,NA,2,0,1,Dziamdziak
JWLdW,Valas,dziam,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,ban,Lithuanians,FALSE,34200,NA,3,0,1,Dziamdziak
JWLdW,Valas,dziam,Hidden Cup 5 Qualifier Bo3,HOST,HOST,ban,Mongols,FALSE,37931,NA,4,0,1,Valas
JWLdW,Valas,dziam,Hidden Cup 5 Qualifier Bo3,HOST,HOST,ban,Cumans,FALSE,42888,NA,5,0,1,Valas
JWLdW,Valas,dziam,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,ban,Byzantines,FALSE,50298,NA,6,0,1,Dziamdziak
JWLdW,Valas,dziam,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Malay,FALSE,53161,NA,1,1,0,Valas
JWLdW,Valas,dziam,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Japanese,FALSE,76992,NA,2,1,0,Dziamdziak
JWLdW,Valas,dziam,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Chinese,FALSE,84952,NA,3,0,0,Dziamdziak
JWLdW,Valas,dziam,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Incas,FALSE,111512,NA,4,0,0,Valas
JWLdW,Valas,dziam,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Portuguese,FALSE,137739,NA,5,0,0,Valas
JWLdW,Valas,dziam,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Franks,FALSE,163504,NA,6,0,0,Dziamdziak
JWLdW,Valas,dziam,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Berbers,FALSE,189818,NA,7,0,0,Dziamdziak
JWLdW,Valas,dziam,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Georgians,FALSE,212116,NA,8,0,0,Valas
jWuhu,Daniel,Barles,Hidden Cup 5 Qualifier Bo5,HOST,HOST,ban,Portuguese,FALSE,5494,NA,1,0,1,Daniel
jWuhu,Daniel,Barles,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,ban,Chinese,FALSE,10239,NA,2,0,1,Barles
jWuhu,Daniel,Barles,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,ban,Khmer,FALSE,19000,NA,3,0,1,Barles
